"V1","V2"
"Ggh","Nap1l4"
"Pddc1","Akr1b3"
"Tmem57","Gpx1"
"Tor1b","Vcl"
"Vcl","Tpp1"
"Prkcsh","Vcl"
"Cfp","Fbxo6"
"E430025E21Rik","Guk1"
"Cdk5","Fam129b"
"Uba5","Exoc2"
"Golph3l","Fnbp4"
"Usp47","Mtif2"
"Commd10","Gar1"
"Slc27a3","Aldh1b1"
"Tsc22d4","Ankib1"
"Pik3cg","Cyp20a1"
"Pik3cg","Nhlrc2"
"Churc1","Asah1"
"Dicer1","Lsm12"
"Erc1","Rgl2"
"Rbck1","Flot1"
"Paics","Srsf9"
"Smarce1","Acsl4"
"Gipc2","Cr1l"
"Pfn1","Usp4"
"Ppp3ca","Guk1"
"Upp1","Grn"
"Jagn1","Tlr2"
"Acat1","Vwa5a"
"Actg2","Arhgap17"
"Gga3","Ldlr"
"Bod1l","Mrpl30"
"Lsm1","Nup210"
"Zc3h18","Alad"
"Gga3","Pex14"
"Thumpd3","Cnp"
"Nufip2","Agpat4"
"Paox","4930544G11Rik"
"4930544G11Rik","Cyth4"
"Bckdk","Pdpk1"
"Amfr","Sf1"
"Pofut2","Ppa2"
"Ruvbl2","Gstm7"
"Actn3","Uqcrfs1"
"Rps19","Ociad1"
"Nolc1","Vps37c"
"Ybx2","Rpl10l"
"Dsp","Cdk5rap2"
"Lrrc20","Os9"
"Stam2","Kynu"
"Tmcc1","Cmpk2"
"Nol11","Mpo"
"Comt","Dlat"
"Tor1aip1","Tyms"
"Gpn1","Ppm1a"
"Gpn1","Hdgf"
"Gpn1","Map3k7"
"Denr","Pafah1b3"
"Ppm1a","Fis1"
"Zcchc6","Mafg"
"Agfg2","Fen1"
"Ptpn23","Smarcc2"
"Ubqln4","Nudt7"
"Trim30a","Ndufa9"
"Rbm4","Map4"
"Sssca1","Enah"
"Taco1","Mtch1"
"Tor1aip1","Hdac1"
"Scaper","Ing4"
"Actn1","Copg2"
"Naaa","Mgl2"
"Sel1l","Polr1c"
"Anxa6","Cpox"
"Taf6","Pomp"
"N4bp1","Mark4"
"Stxbp5","Stat5a"
"Fkbp1a","Tarsl2"
"Usf1","Ksr1"
"2310022A10Rik","Ksr1"
"Evi2b","Ksr1"
"Rpl9","Dnajb5"
"Ralgapa1","Agfg1"
"Snx8","Pex19"
"Map4k4","Necap2"
"Cog8","Mef2a"
"Acin1","Pttg1ip"
"Zc3hav1","Vps39"
"Zc3hav1","Aes"
"Elavl1","Traf7"
"Slk","Gfm2"
"Rbm4b","Alkbh5"
"Ascc1","Srsf4"
"Casp7","Smarca4"
"Tln1","Psmd4"
"Actc1","H2afy"
"Ints8","Mov10"
"Lrrk1","Prex1"
"Pir","Ube2i"
"Nipsnap1","Cfp"
"Slain2","Sbds"
"Commd10","Rbm22"
"Kif3b","Snap29"
"Aldh3b1","Maea"
"Nt5c2","Gsk3a"
"Gpkow","Kif13a"
"Rab11b","Arhgap27"
"Fkbp8","Pbrm1"
"Cap1","Ssr3"
"Cul2","Lcp1"
"Ncor1","Cox7c"
"Clec4a3","Nr3c1"
"Plcb3","Galnt7"
"Wdr3","Rassf2"
"Mlkl","Ahcy"
"Pus1","Mlkl"
"Mlkl","Ldha"
"Mlkl","Aldh6a1"
"Mlkl","Myg1"
"Mlkl","Eif2s3x"
"Ncf2","Psmb1"
"Yy1","Capn1"
"Chchd6","Tom1"
"Cdk2ap2","Thoc6"
"Pik3c3","Ocrl"
"Mrps23","Dvl2"
"Vav1","Tubb3"
"Ncoa3","Dnajb6"
"Abcc1","Aatk"
"Eps8","H2-Q6"
"Nqo1","Nap1l4"
"Ehhadh","Mapk7"
"Myl6","Srpk2"
"Tspan14","Gmpr2"
"Pitrm1","Nudt9"
"Cyfip2","Sssca1"
"Rbm12","Ywhaq"
"Golph3l","2700060E02Rik"
"Tbcb","Impdh1"
"Igsf6","Ttc1"
"Rpia","Mitf"
"Bcl2l13","Mitf"
"Ascc1","Pdia4"
"Irgq","Rsu1"
"Hddc2","Fbl"
"Abcc1","Rfx1"
"Cggbp1","Mbnl3"
"Gpn1","Rpl29"
"Uvrag","Gpr107"
"Uvrag","Lrpap1"
"Uvrag","Rpl18"
"Acsf2","Dpp9"
"Dok2","Trmt6"
"Nup37","Med7"
"Nxt2","Prmt1"
"Trim26","Sash3"
"Rfx1","Gbp3"
"Gbp3","Ear2"
"Anks6","Ncoa5"
"Dsp","Sec63"
"Alkbh7","Ndufa11"
"Cr1l","Apobec1"
"Ube2a","Ergic1"
"Cops5","Rnh1"
"Seh1l","Dtnbp1"
"Rab11fip2","Mlst8"
"Rragb","Nup54"
"Gstm1","Fam120c"
"Fam120c","Hsd17b11"
"Opa1","Fam120c"
"Fam120c","Ttr"
"Pea15a","Rpl35a"
"Hspa2","Hint2"
"Fgr","Agfg1"
"Fgr","Eps8"
"Fgr","App"
"Fgr","Rasal3"
"Secisbp2","Inpp5k"
"Gstp2","Lamtor2"
"Flna","Ppp1r14b"
"Prkar2b","Clpb"
"Runx3","Stat3"
"Hpse","Dock10"
"Ap2a1","Ifi35"
"Ncald","Acox3"
"Picalm","Dhrs4"
"Derl2","Nt5dc1"
"Zeb2","Rdx"
"Tmem87a","Birc6"
"Slc38a9","Cox4i1"
"Actbl2","Prpsap2"
"Galc","Naa38"
"Epn1","Dnajb14"
"Ilkap","Numa1"
"Zc3h18","Cotl1"
"Exoc1","Mri1"
"Pycrl","Gapdh"
"Esyt2","Xiap"
"Lpcat3","Enah"
"Prkar2a","Ahnak2"
"Plekhg1","Ppid"
"Plekhg1","Kif11"
"Nubp1","Rap2c"
"Ppp1r2","Slc1a5"
"Paics","Nup98"
"Cct4","Osbpl8"
"Cyp4f13","H2-DMa"
"Acox3","Hspbap1"
"Fubp1","Arl5a"
"Gipc2","Lpgat1"
"Vps8","Gss"
"Usp14","Rnf214"
"Pcm1","Rpf2"
"Saa3","Fads1"
"Tceb1","Ubap2l"
"Med7","Aspscr1"
"Dffa","Creb1"
"Pdyn","Rcc1"
"Eppk1","Atp5h"
"Plcg2","Uqcrc2"
"Hmgcl","Tmem214"
"Tceb1","Erlec1"
"Ggta1","Papss1"
"Leng8","Rdx"
"Cyfip2","Leng8"
"Leng8","Sssca1"
"Mtmr3","Cd9"
"Cnn3","Zc3h13"
"Fam76a","Sec23ip"
"Usp47","Cpsf2"
"Pcbp2","Psmf1"
"Prkab2","Srsf9"
"Elovl1","Vps16"
"Hspa2","Capzb"
"Clasp2","Il1rn"
"Clasp2","Arhgef2"
"Mms19","Sp1"
"Gtf2a2","Zc3h7a"
"Dctn6","Gapvd1"
"Unc45a","Pitpna"
"Itih5","Sec61b"
"Acot1","Sephs2"
"Adpgk","Cyb5r3"
"Elovl1","Ubb"
"Dock10","Stub1"
"Kif3b","Sap30"
"Sec24a","Swap70"
"Rbm12","Fam76a"
"Becn1","Gsk3a"
"Prpf38a","Lzic"
"Rab11b","Gbp2"
"Fkbp4","Fis1"
"Mtmr9","Rabep2"
"Mrpl32","Msr1"
"Rdh11","Tubgcp2"
"Ppp1r3d","Rad23b"
"Pcbp4","Plin3"
"Nln","Tpm3"
"Trim30a","Bcar3"
"Ppil2","Polr2a"
"Slc12a9","Pygm"
"Arhgef1","Fubp3"
"Rap1gds1","Pnpt1"
"Lmna","Mmp14"
"Rbm4b","Mrpl24"
"Myof","Zfp592"
"Wipi2","Rbm42"
"Epx","Rab5a"
"Rbm27","Pon2"
"Csnk1e","Msn"
"Tep1","Tbc1d9"
"Csnk2a1","Wdfy2"
"Ipo4","Arhgdia"
"Aspscr1","Rgp1"
"Usp24","Rab11b"
"2210016F16Rik","Trim47"
"Mtch2","Abr"
"Sae1","4931406C07Rik"
"Ccdc124","Spr"
"Slc38a9","Arpc1b"
"Uap1","Selenbp2"
"Ube2u","Pacsin2"
"Elane","Atp7a"
"Rab21","Ugt1a6a"
"Ugp2","Rps6ka3"
"Stk25","Arcn1"
"Mbnl1","Pef1"
"Runx1t1","Pold1"
"Impact","Capns2"
"Impact","Srp19"
"Impact","Ercc6l"
"Lrp1","Tbc1d2b"
"Coro1c","Sbno1"
"Runx3","Tbc1d9"
"Eef1a1","Cspg4"
"Nek7","Ddb1"
"Acin1","Pdk1"
"Ppp3r1","Bad"
"Unc45a","Ppp2r1b"
"Arf3","Ilvbl"
"Ralgapa1","P2rx4"
"Pcf11","Wtip"
"Pcf11","Mri1"
"Tsc22d4","Hn1"
"Pgrmc2","Ttc39c"
"Vdac1","Nit1"
"Cwc27","Prmt1"
"Nab2","Pgm3"
"Psma6","Fubp1"
"Psma6","Ankfy1"
"H2-M2","Fgr"
"H2-M2","Trim21"
"Cd53","Irgm1"
"Tfg","Tpx2"
"Prpf19","Tifa"
"Hcfc1","Fas"
"U2af1l4","Med16"
"Slc25a22","Vamp4"
"Nprl2","Mtap"
"Tbc1d9","Oas3"
"Oas3","Stard3"
"Actn3","Oas3"
"Taf15","Rps5"
"Atp6ap1","Wdr33"
"Tmsb10","Itga1"
"Tmsb10","Vdac2"
"Tnpo1","Tbcel"
"Nrbp1","Rbm14"
"Nacad","Frg1"
"Wdr61","Pfdn4"
"Snx32","Fam134c"
"Rap2c","Asrgl1"
"Slc12a9","Ddx58"
"Mef2c","Elane"
"Prkx","Ppp4r1"
"Ikzf2","Mrpl53"
"Prkd2","Ahnak"
"Asph","Wasf1"
"Rbbp5","Hectd1"
"Iqgap2","Papss1"
"Capg","Nudt4"
"Fam98a","Kif3b"
"Rbck1","Dscr3"
"Ppa1","Lrrc8d"
"1110037F02Rik","Rbm27"
"Acot1","Sumf1"
"Kdm2a","Tomm34"
"Pik3c2a","Pds5b"
"Rnaset2a","Med15"
"Nrf1","Rgs19"
"Nudt7","Denr"
"Pitpnm1","Slc12a4"
"Inpp4a","Rfc5"
"Tyms","Stt3a"
"Trim30a","Rragd"
"Slc12a9","Retnla"
"Slc12a9","Rpl3l"
"Exosc10","Ubac2"
"Faim","Fam50a"
"Tns3","Plcg2"
"Ubash3b","Rdh13"
"Ap2a1","Etfb"
"Pebp1","Eef1a1"
"Myo5b","Rab23"
"Myo5b","Homer3"
"Myo5b","Plcb3"
"Scaf4","Unc119"
"Ptpn11","Eps8"
"Prkar2a","Dhrs3"
"Axl","Eif2b1"
"Trim16","Chchd6"
"Hddc2","Smek1"
"Arg1","Pgam5"
"Eif3g","Mrps31"
"Cds2","Tnfaip1"
"Abcf1","Sf3a2"
"Sharpin","Plekho1"
"Uvrag","Myl12b"
"Srsf1","Akt1s1"
"Agl","Dcaf7"
"Ppp1cb","Ttc1"
"Rbm5","Ppil2"
"Yy1","Eya3"
"Ehd4","Oas1g"
"Eif4e","Sarnp"
"Bcap31","Acad11"
"Sdhc","Blvra"
"Dcakd","Ash2l"
"Pea15a","Pgrmc2"
"Arhgdib","Zfp706"
"Gnb2","Lmbrd2"
"Dok1","Gmpr2"
"Ap3m1","Hnrnpd"
"Arhgef2","Ccny"
"Eif4a2","Ppp1r12c"
"Twf1","Rprd1b"
"Ankrd17","Heatr5b"
"Ate1","Nudt3"
"Ppp1r12c","Ptbp1"
"Eefsec","Ppp1r12c"
"Parp9","Scoc"
"Tnfrsf26","Dpcd"
"Egr1","Samm50"
"Ergic1","Fcho2"
"Cdk5rap3","Agfg1"
"Slc30a5","Gsk3a"
"Pcbp2","Stx17"
"Eef1a1","Dpp3"
"Zc3hav1","Itgb5"
"Scpep1","Rufy3"
"Scamp2","Sun2"
"Slc1a5","Mrpl24"
"Lrch4","Limk1"
"Thyn1","Oxr1"
"Nub1","Agpat4"
"Dars","Chd2"
"Epc1","Chd2"
"Mkrn1","Polr3a"
"2210016F16Rik","Hba-a2"
"Fbl","Ireb2"
"Parp9","Acadm"
"Srrm1","Nif3l1"
"H2-M2","Pip4k2b"
"Snrnp70","Skap2"
"Srpr","Gfm1"
"Plekhg1","Ap1b1"
"Mon2","Ube4b"
"Mon2","Mt2"
"Mon2","Nfam1"
"Yif1b","Stag2"
"Acot2","Slc1a5"
"Ivns1abp","Ubac2"
"Cfb","Pdcd10"
"Cfb","Acot13"
"Clpb","Cc2d1b"
"Txnip","Fpr2"
"Atf7ip","Atp6v1c1"
"Clint1","Cux1"
"Pgrmc2","Adprhl2"
"Pus1","Scyl1"
"Cwc27","Dab2"
"Hnrnpc","Lgmn"
"Arhgef6","Gmppb"
"Actn3","Pddc1"
"Uba1","Tlr13"
"Eif2d","Kdm2a"
"Clec10a","Spcs3"
"Ubash3b","Smc2"
"Chchd6","Ing5"
"Blvra","Renbp"
"Palm","Psme4"
"Chaf1b","Psme4"
"Lactb","Pigx"
"Aldh3a2","Uap1"
"Pafah1b3","Prc1"
"Pnp2","Eif2s3x"
"Appl1","2810408A11Rik"
"Trim21","Ring1"
"Dock11","Nfkbie"
"Stard4","Macrod1"
"Psmb9","Pura"
"Csnk1a1","A430005L14Rik"
"Gnb1","Trmt5"
"Trmt5","Mepce"
"Cttn","Kdm3b"
"Dhrs3","Bms1"
"Capns1","Slc9a3r1"
"Top2a","Utp3"
"Wdr37","Stau1"
"Sfxn1","Nop2"
"Actr3b","Mrpl11"
"Gripap1","Cc2d1b"
"Sp140","Gtf2a2"
"Pitrm1","Otub1"
"Dock8","Ybx2"
"Sirpa","Rpl37"
"Exosc1","Acsl4"
"Lrch4","Fkbp15"
"Dazap1","Agfg1"
"Csf1r","H2-Q7"
"Hist1h1t","Tmx3"
"Ikbkg","Tbce"
"Sfxn1","Dlst"
"Guk1","Cog4"
"Ahsa2","Kif1a"
"Kif23","Tmem173"
"Phf8","Flnb"
"Nup188","Hkdc1"
"Cd53","Mapre3"
"Ptpn1","D6Wsu163e"
"Cpsf6","Pggt1b"
"Wac","Tmem173"
"Adprh","Pip5k1c"
"Arfip2","Pip5k1c"
"Sf3a2","Ahnak"
"Cog4","Hnrnpk"
"Card11","Appl2"
"Srbd1","Atp5d"
"Ear1","Gar1"
"Fam76b","Ear1"
"Ear1","Wdfy2"
"Sh3bp1","Baz1a"
"Ndufs2","Decr1"
"Gab1","Ap1s1"
"Pik3cb","Ear2"
"Ehd2","Aldh16a1"
"Upf1","Prelid1"
"Agpat4","Dna2"
"Rexo2","Dab2"
"Wdr91","Ddx19a"
"Cad","Slc6a6"
"Ccdc58","Flii"
"N4bp1","Thoc7"
"Cd180","Rgs14"
"Pgrmc2","Surf4"
"Nudt21","Fxr1"
"Sec16a","Dna2"
"Sec16a","Agpat4"
"Fblim1","Pi4kb"
"Rpap3","Tmem135"
"Arfip2","Psmc5"
"Mapre3","Rnaset2a"
"Fam76b","Lsp1"
"Stxbp5","Spryd3"
"Gipc2","Lims1"
"Eif2s3y","Cdc37l1"
"Nfatc1","Rad21"
"Dsp","Cdc42ep4"
"Daglb","Prpf40a"
"Prpf40a","Cbr3"
"Eif2d","Cd302"
"Dsp","Pdia3"
"Stat1","Etfb"
"Nxt2","Prkd2"
"Myof","Acsl4"
"Commd10","Tardbp"
"Acot1","Nae1"
"Ndufa9","Parp9"
"Ero1lb","Aldoc"
"Guk1","Dnmt3a"
"Usp5","Tomm34"
"Trim30a","Irgm1"
"Mef2a","Dnajc2"
"Atp5j","Nudt16"
"Ythdf1","Rrs1"
"Exosc4","Necap2"
"Cryz","Ppp4c"
"Slfn2","Trerf1"
"Pcf11","Sestd1"
"Ggh","Spin1"
"Snx2","Ppp1r8"
"Chm","Psmd6"
"Clec10a","Ikzf1"
"Kdm3b","Tpra1"
"Smad4","Uqcrq"
"Sri","Lrch3"
"Lrch3","Trim56"
"Actbl2","Ctsl"
"Rras","Phb"
"Lsm14a","Ergic3"
"Rab10","Rpl31"
"Lrrc8d","Ctss"
"Nrf1","Tyms"
"Snrnp70","0610037L13Rik"
"F8a","Junb"
"Sf3a2","Eif4g1"
"Spryd3","Ube2z"
"Tbck","Ring1"
"Pgam1","Ap2a1"
"Sri","Acox3"
"Igsf6","Slc7a2"
"Cog8","Dnajc2"
"Gab1","Gtf2e1"
"Fam20b","Rab9"
"Slc38a10","Ccdc22"
"Dctn6","Hnrnph1"
"Fkbp8","Rae1"
"Arhgef1","Cyth1"
"Smarca4","Lrch3"
"Cirbp","Ski"
"Ggh","Spag7"
"Upf2","Cox7c"
"Tank","Apobec3"
"Ncor2","Apobec3"
"Zc3h18","Apobec3"
"Apobec3","Ercc6l"
"Nek9","Dynll2"
"Tyrobp","Ifitm3"
"Fam107b","Vav2"
"Fam3a","Vkorc1"
"Nrbp1","Jagn1"
"Twf1","Lypla2"
"Stat1","Irf4"
"Mcat","Cox7c"
"Rpe","Ube2z"
"Tsc22d3","Hmgcs1"
"Pabpc5","Prmt1"
"Usp14","Dnajb6"
"Ythdc1","4931406C07Rik"
"Atp5d","Ube2d3"
"BC100530","Tomm40"
"Atp6v1a","Hspa1a"
"Hspa4","Usp14"
"Kdm2a","Eif3i"
"Srsf12","Gnpda2"
"Sh3glb2","P2rx4"
"Chchd2","Cdkn1b"
"Cops7b","Spr"
"B4galnt1","Suclg2"
"Mgl2","Trappc9"
"Inpp5b","Nfya"
"Hist1h2br","H2-K1"
"Nfkbie","Ppp1r8"
"Gatad2a","Erap1"
"Erap1","BC048507"
"Erap1","Cpne8"
"Cd302","Mrps5"
"Rab11fip2","Gnb3"
"Cope","Tmem135"
"Arih1","Cd82"
"Ap1m1","Tspan14"
"Abcf1","Rpl37"
"Syf2","Ndufb6"
"Timm10","Ncor2"
"Rps16","Ly86"
"Gipc2","Numb"
"Gipc2","Lims1"
"Fhl3","Ccl22"
"Nol10","Slc39a7"
"Ap2b1","Hnrnpa3"
"Pla2g7","Plin3"
"Ncor2","Bckdk"
"Supt7l","Tbc1d1"
"Papss1","Nr3c1"
"Pi4k2a","Tle3"
"Ndufb11","Morf4l1"
"Ppp2cb","Ina"
"Larp4b","Srrm1"
"Eps15l1","Mtor"
"Gfer","Gdpd1"
"Hnrnpa1","Rbm10"
"Psme1","Tbrg4"
"Arfip2","Cab39"
"Idh3a","Dda1"
"Serpinb8","Itgb2"
"Serpinb8","Tns3"
"Serpinb8","Ybx2"
"Serpinb8","Lsm12"
"Abcd3","Pcyox1l"
"1700112E06Rik","Usp39"
"Fscb","H2-Q6"
"Trim25","Psme4"
"Ptpn1","Akr1b7"
"Brd2","Atp6ap1"
"Casp1","F13a1"
"Utp6","F13a1"
"Cast","F13a1"
"Psmd6","F13a1"
"Sh3gl2","Gdi1"
"Dhx9","Stom"
"Rab3d","Tab1"
"Trabd","Gipc1"
"Wdr44","Nanp"
"Utp6","Wdr44"
"Pik3cg","Wdr44"
"Dtnbp1","Wdr44"
"Uggt2","Wdr44"
"Wdr44","Fancb"
"Wdr91","Ugt1a2"
"Capg","Slc1a5"
"Sema4a","Ccdc6"
"Itm2b","Ddrgk1"
"Hsd17b7","Magt1"
"Ncor2","Ppp1r9b"
"Bicd1","Xrn1"
"Bicd1","Camp"
"Bicd1","Scyl2"
"Bicd1","Cdk2"
"Cep55","Bicd1"
"Pbrm1","Dhrs4"
"Cd74","Uso1"
"Rnmt","Dab2"
"Slc16a3","Maea"
"Scyl2","Tln2"
"Scyl2","Elane"
"Uchl5","Lcp2"
"Slfn2","Suclg2"
"Ndufb6","Rnf113a1"
"Csnk1e","Ttc7"
"Micall2","Hadha"
"Pgam1","Srsf7"
"Ampd3","Hmox1"
"Gopc","Eif1a"
"Taf6","Vps36"
"Atp5d","Mrps35"
"Rad23b","Slc27a3"
"Tcerg1","Rpap3"
"Pttg1ip","Obfc1"
"Ptgs1","Lancl2"
"Ptgs1","Hirip3"
"Pfkm","Pdcd4"
"Fam111a","Uchl1"
"Arfgef2","Pdcd5"
"Dtnbp1","Cct3"
"Zbtb8os","Ube2l6"
"Zbtb8os","Saa3"
"Uqcrq","Stau1"
"Nrbp1","Pdyn"
"Arhgap31","Pdyn"
"Pdyn","Lman1"
"Pabpc5","Pdyn"
"Glmn","Prkd1"
"Pfdn5","Gtf2b"
"Cd274","Zfyve21"
"Rpl35","U2af2"
"Alkbh7","Lgals3"
"Exoc5","Ppp4r2"
"Rrbp1","Scyl1"
"Bola3","Upf1"
"Abcf2","Ttc7"
"2210016F16Rik","Pddc1"
"Psma6","Ptk2b"
"Cyp51","Tnfaip8l3"
"Sirpa","Copg2"
"Hnrnpa3","Eif3i"
"Hmgcs1","Ccl6"
"Bcap31","H2-M2"
"Pcf11","Bag1"
"Trim14","Mapre3"
"Pdcd4","Ubac2"
"Wdr13","Med12"
"Safb2","Pls1"
"9130011E15Rik","Csnk2a1"
"Yif1a","Csf1r"
"Cirbp","Polr2l"
"Mta3","Atp5f1"
"Zfyve16","Mta3"
"Mta3","Nup155"
"Acta1","Il4i1"
"Nipbl","Rbms1"
"Rnmt","Rpa1"
"Dock6","Vti1a"
"Vti1a","Arhgap31"
"Nup37","Usp14"
"Nup37","Hspa4"
"Gm16381","Birc5"
"Gls","Pik3ap1"
"Ecsit","Sgta"
"Xrn2","Rap2c"
"Irak4","Srp54c"
"Polrmt","Nagpa"
"Sirpa","Tmem11"
"Trappc6b","Dnajb6"
"Ly75","Pgm3"
"Ly75","Fam120a"
"Ndufs3","Ifih1"
"Cops5","Golga3"
"Arl6ip4","Chkb"
"Mapk3","Eps15"
"Scaper","Cept1"
"Stx4a","Zfp592"
"Arl3","Dr1"
"Dcakd","Mkl2"
"Eml3","Atad3a"
"Ampd2","Npm1"
"Vapa","Npm1"
"Bola2","Rprd1a"
"Ppp1r9b","Cdk5rap2"
"Lima1","Map4k4"
"Psmf1","Sars2"
"Pole3","Setd1a"
"Ube2r2","Specc1"
"Tufm","Rexo4"
"Sirpa","Sf3a2"
"Sirpa","Chchd6"
"Ecsit","Tle3"
"Tpi1","Hnmt"
"Kri1","Rela"
"Ccnd2","Rbm15b"
"Ndufs8","Ptbp2"
"Ncdn","Hdgfrp3"
"Sec63","Slc7a2"
"Ehbp1l1","Wdr75"
"Sirpa","Rhoc"
"Uap1","Cmtm6"
"Erh","Hnrnph1"
"Exoc5","Cdc37l1"
"Sae1","Cnp"
"Irak4","Gdi1"
"Cox17","Gar1"
"Taf15","Rps27l"
"Cd151","Rpl35a"
"Mbnl1","Aldh4a1"
"Mbnl1","Asns"
"Mbnl1","Zmiz2"
"Mbnl1","Myo1c"
"Dctn2","Lhpp"
"Safb","Slc3a2"
"Ifi47","Ndufa3"
"Ndufs8","Baz1a"
"Ptbp1","Nudt16"
"Rwdd1","Nme2"
"Gadd45gip1","H1f0"
"Trafd1","Ncln"
"Cbx1","Fam117b"
"Hnrnpa2b1","BC005624"
"Mettl1","Rps25"
"Usp16","Cpd"
"Mnt","Tnfrsf1b"
"Mnt","Hk2"
"Pik3r2","Mnt"
"Unc45a","Sra1"
"Ensa","Rbpj"
"Pi4ka","Tomm34"
"Runx1t1","Grk5"
"Bin3","Grk5"
"Stk24","Grk5"
"Snx2","Grk5"
"Akr1c19","Cdk5"
"Fam134c","Pla2g15"
"Lrch3","C3"
"Acot1","Itm2b"
"Pdha1","Gmfg"
"Usp5","Rpf2"
"Nfkbib","Ppp6c"
"2210016F16Rik","Rfk"
"Suclg2","Eif4g1"
"Eif2d","Ubqln1"
"Tsc22d4","Hspd1"
"Mknk1","Tuba4a"
"Leng8","Wipi2"
"Snx27","Nudt2"
"Dlg1","Usp24"
"Srsf9","Cyp4f17"
"Nfkbib","Bad"
"Abhd12","Lasp1"
"Gbp3","Lasp1"
"Lasp1","Ech1"
"Lasp1","Ap1g1"
"Zmiz2","Lasp1"
"5031439G07Rik","Lasp1"
"Lasp1","Pabpc6"
"Lamp2","Lasp1"
"Myef2","Gpr107"
"Mgat1","Actn4"
"Mcat","Pef1"
"Trim30a","Parp9"
"Uvrag","Arl6ip5"
"Sec24d","Smarcb1"
"Pir","Cxxc1"
"Cbfa2t2","Ahcy"
"Gcsh","Igf2r"
"Zbtb8os","Lrrc8c"
"Nup155","Reep5"
"Mgl2","Ppp4c"
"Cul4a","Rps12"
"Hmox2","Slu7"
"Parp9","Irgm1"
"9030617O03Rik","Rps24"
"Mrto4","Xpnpep1"
"Mrto4","Myl9"
"Lamb1","Fgfr1op2"
"Ear1","Mllt4"
"Med15","Mllt4"
"Actn3","Hba-a2"
"Rpl4","Tes"
"Nup37","Plekho1"
"Tbcb","Gmip"
"Psmb7","Ubxn4"
"Gcc1","Surf4"
"Endod1","Ltb4r1"
"Ltb4r1","Tex264"
"Gbp2","Csnk2a2"
"Qtrt1","Rpe"
"6430548M08Rik","Crmp1"
"Cyld","6430548M08Rik"
"Pus7l","6430548M08Rik"
"Cpsf6","Ripk1"
"Rbm34","Atg3"
"Tbc1d9","Ube2e1"
"Ube2l3","Aip"
"Prkx","Cpsf2"
"Ugt1a6a","Mrpl17"
"Plek","Chd2"
"Fam177a","Park7"
"Gmip","Phf8"
"Lgals3","Cox5a"
"Tlr2","Trio"
"Tor3a","Fcho2"
"Nes","Wipi2"
"Prmt5","Lpp"
"Ccnd2","Herc4"
"Fam192a","Mrps5"
"Nkiras2","Tln1"
"Recql","Nkiras2"
"Rhog","Sptlc2"
"Mrpl22","Mfap1b"
"Bod1l","Gspt1"
"Vapa","Prelid1"
"Vapa","Pigt"
"Vapa","Dctn6"
"Vapa","Numb"
"Vapa","Stx5a"
"Eps15l1","Dnpep"
"Gnb4","Poc5"
"Tmem87a","Ccny"
"Wars","Cd2bp2"
"Lss","Rab9"
"Ranbp3","Cox6c"
"Cttn","Tmem87a"
"Xpnpep1","Ubr5"
"Rbck1","Mta3"
"Pafah1b3","Crtc3"
"Son","Cwc27"
"Ldlr","S100a10"
"Dynll2","Plbd2"
"Dsp","Snx32"
"Csnk1e","Myo1e"
"Uba1","Pabpc4"
"Fgr","Lamp1"
"Scaf8","Tceb2"
"Uba1","4930544G11Rik"
"Dsp","Anxa2"
"Ralgapa1","Crk"
"Plxdc2","Ubxn6"
"Ubxn6","Htra2"
"Ubxn6","Sh3bp1"
"Rnmt","Ubxn6"
"Ccdc58","Rsl24d1"
"Gas7","Swap70"
"Aldh1a7","Ubap1"
"Ubp1","Arl5a"
"Arfrp1","Sephs2"
"Tnpo2","Bckdhb"
"Actc1","Dnajc9"
"Meaf6","Ppp1r9b"
"Pcnt","Tox4"
"Myo1e","Pcnt"
"Arl3","Ube2g2"
"Rbm14","Mkl2"
"Acot1","Endod1"
"Nupl1","Tbc1d22a"
"Pfkp","Psmf1"
"Mfn1","Lyz2"
"Trpv2","Prune"
"Pik3r6","2810408A11Rik"
"Gipc2","Akr1c13"
"Copz1","Tbc1d2b"
"Rab6b","Taldo1"
"Acox3","Trappc6b"
"Acat1","Dock5"
"Homer1","Lrrc8c"
"Gpn1","Ndufa4"
"Ybx2","Cdk8"
"Gnb1","Stat5b"
"Mbnl1","Galnt2"
"Tle2","Mbnl1"
"Ndufb3","Ifih1"
"Optn","Fam129a"
"Psmd5","Optn"
"Cbfa2t2","Optn"
"Optn","Ppp3r1"
"Vps37c","Dpysl3"
"Ppp6r3","Lss"
"BC100530","S100a8"
"Tbc1d9","Uso1"
"Gna13","Polr2a"
"BC005624","Fam195b"
"Efhd2","Isyna1"
"Ercc1","Tnpo1"
"Cyfip2","Slc35e1"
"Ndufb11","Wdr12"
"Gstm1","Upp1"
"Kif5a","Nup54"
"Kif5a","Rbm25"
"Kif5a","Stk3"
"Ahnak","Ubash3b"
"Acadsb","Ap3s1"
"Dbt","Pfas"
"Myh4","Psmb10"
"Bin2","Birc5"
"Plcb3","Snx30"
"Plcb3","Dnase2a"
"Plcb3","Psmd6"
"Rufy2","Pla2g7"
"Eif5a2","Mfn2"
"Nfam1","Wdr75"
"Nfam1","Polr1a"
"Nfam1","Ap2a1"
"Rps6ka2","Nfam1"
"Fermt3","Nfam1"
"Ubfd1","Nup155"
"Aldh3b1","Vezf1"
"Mylk","Aldh3b1"
"Tle2","Yy2"
